stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,piloting,Instruction.started,ins.started,ins_res.started,Instruction.stopped,ins_res.keys,ins_res.rt,ins_res.duration,trial.started,Fixation.started,grating.started,key_resp.started,Fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,Thanks.started,text.started,text.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
78,0.5,1,92.84572345799825,,,,,,,,,,92.83249154200166,92.84572345799825,93.34663924999768,93.34663924999768,93.34663924999768,93.64689391700085,93.88429808300134,right,1,1,1,0.5207440830054111,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
79,0.5,1,93.89568983299978,,,,,,,,,,93.88460262499575,93.89568983299978,94.39691270799813,94.39691270799813,94.39691270799813,94.69687754200277,95.08452316700277,right,1,1,1,0.6734641660004854,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
80,0.5,1,95.09575491699798,,,,,,,,,,95.08479962500132,95.09575491699798,95.59676529200078,95.59676529200078,95.59676529200078,95.89666654200119,96.06527983299748,right,1,1,1,0.46261216700077057,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
81,0.5,1,96.07898645800014,,,,,,,,,,96.06567650000216,96.07898645800014,96.58000004199857,96.58000004199857,96.58000004199857,96.87997445800283,97.06510004199663,right,1,1,1,0.4812816669946187,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
82,0.5,1,97.0789272080001,,,,,,,,,,97.06551049999689,97.0789272080001,97.57992479200038,97.57992479200038,97.57992479200038,97.87985870800185,98.201020374996,left,-1,1,1,0.6003011659995536,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
83,0.5,1,98.2121643749997,,,,,,,,,,98.20131825000135,98.2121643749997,98.71315708300244,98.71315708300244,98.71315708300244,99.01306837499578,99.3005326249986,right,1,0,0,0.5729596660021343,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
84,0.5,1.5,99.3125168330007,,,,,,,,,,99.30083937499876,99.3125168330007,99.81317383299756,99.81317383299756,99.81317383299756,100.11328262499592,100.35070858299878,left,-1.5,1,1,0.5190298329980578,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
85,0.5,1.5,100.36224024999683,,,,,,,,,,100.35100679199968,100.36224024999683,100.86304666700016,100.86304666700016,100.86304666700016,101.16319162499713,101.46490300000005,left,-1.5,1,1,0.5981187079960364,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
86,0.5,1.5,101.47885820800002,,,,,,,,,,101.46526283300045,101.47885820800002,101.97987254199688,101.97987254199688,101.97987254199688,102.27981166700192,102.44837458300026,left,-1.5,1,1,0.4652000410060282,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
87,0.5,1.0,102.46212262500194,,,,,,,,,,102.44877687499684,102.46212262500194,102.96316370800196,102.96316370800196,102.96316370800196,103.26310350000131,103.60060320799676,left,-1.0,1,1,0.6238957500027027,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
88,0.5,1.0,103.61222341699613,,,,,,,,,,103.60094829199807,103.61222341699613,104.11320020799758,104.11320020799758,104.11320020799758,104.41313762500067,104.56688108299568,left,-1.0,1,1,0.4427806669991696,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
89,0.5,1.0,104.57908250000037,,,,,,,,,,104.56717133300117,104.57908250000037,105.0796632920028,105.0796632920028,105.0796632920028,105.37982954199833,105.81754516699584,right,1.0,0,0,0.7223040829994716,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
90,0.5,1.5,105.82884929199645,,,,,,,,,,105.81786404200102,105.82884929199645,106.32980979199783,106.32980979199783,106.32980979199783,106.62976424999943,106.85028608299763,left,-1.5,1,1,0.5021512499952223,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
91,0.5,1.5,106.8632252919997,,,,,,,,,,106.85055633299635,106.8632252919997,107.36314233300072,107.36314233300072,107.36314233300072,107.66307774999586,107.89962995799578,left,-1.5,1,1,0.5236755830046604,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
92,0.5,1.5,107.9129634580022,,,,,,,,,,107.89992929199798,107.9129634580022,108.41313779199845,108.41313779199845,108.41313779199845,108.71305637499609,109.11693008300063,left,-1.5,1,1,0.6917091249997611,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
93,0.5,1.0,109.12865879199671,,,,,,,,,,109.11721083299926,109.12865879199671,109.62964966699656,109.62964966699656,109.62964966699656,109.92973758299922,110.18153612499736,left,-1.0,1,1,0.5491522919983254,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
94,0.5,1.0,110.19541837499855,,,,,,,,,,110.18195033299708,110.19541837499855,110.69638416700036,110.69638416700036,110.69638416700036,110.99629687499691,111.29769829200086,left,-1.0,1,1,0.5993890829995507,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
95,0.5,1.0,111.31309808300284,,,,,,,,,,111.29801795799722,111.31309808300284,111.81302233300084,111.81302233300084,111.81302233300084,112.11296062499605,112.44807804199809,left,-1.0,1,1,0.6289853749985923,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
96,0.5,1,112.46203704200161,,,,,,,,,,112.44846758300264,112.46203704200161,112.96286824999697,112.96286824999697,112.96286824999697,113.26301283299836,113.68136604200117,right,1,1,1,0.7119434580017696,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
97,0.5,1,113.69537820800178,,,,,,,,,,113.68174929200177,113.69537820800178,114.19640604199958,114.19640604199958,114.19640604199958,114.49610891700286,114.85079245799716,left,-1,1,1,0.6412954580009682,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
98,0.5,1,114.86205266699835,,,,,,,,,,114.85110670799622,114.86205266699835,115.36290245800046,115.36290245800046,115.36290245800046,115.66299949999666,115.89804004199686,left,-1,1,1,0.5317460419973941,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
99,0.5,1,115.91199345800123,,,,,,,,,,115.89843666699744,115.91199345800123,116.41281908300152,116.41281908300152,116.41281908300152,116.71294699999999,116.91760895799962,right,1,0,0,0.4888887079941924,,,,,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,116.91786720800155,116.92852895800024,118.92956908299675,118.91310541699931,w,001,2026-09-08_16h25.33.159,AdaptiveStaircase,,2026.1.3,60.139810143051186,2026-09-08 16h25.33.226451 +0530,
